num,1,2,3,4,5,6,7,8
1,125.1,108.8
2,144.3,236.0,133.2
3,153.7,260.0,253.0,140.0
4,153.3,263.0,263.0,262.0,144.9
5,156.2,266.0,284.0,281.0,263.0,148.0
6,185.3,331.0,352.0,354.0,363.0,342.0,189.2
7,200.0,335.0,363.0,379.0,373.0,366.0,344.0,184.9
